"time","group","var","MSM Inside KC","non-MSM Inside KC","non-MSM Outside KC","MSM Outside KC","value"
2014,"Undiagnosed Cases","Upper Bound",614.84112897227,695.681386101541,773.017287505044,612.256114870786,2695.79591744964
2014.25,"Undiagnosed Cases","Upper Bound",610.493639519715,697.850654232197,778.829919302926,611.567622762465,2698.7418358173
2014.5,"Undiagnosed Cases","Upper Bound",587.650161346231,698.427764248764,783.603753721927,614.8908795482,2684.57255886512
2014.75,"Undiagnosed Cases","Upper Bound",574.595352123224,699.431178800521,787.608759328737,619.74174860637,2681.37703885885
2015,"Undiagnosed Cases","Upper Bound",573.251441006855,702.546581245639,794.740025004102,627.870420809291,2698.40846806589
2015.25,"Undiagnosed Cases","Upper Bound",569.233380250143,706.366130207676,805.646580214326,630.109342725371,2711.35543339752
2015.5,"Undiagnosed Cases","Upper Bound",559.716981117467,718.176854708946,811.270302243879,618.436085795129,2707.60022386542
2015.75,"Undiagnosed Cases","Upper Bound",548.967159830414,727.902053368018,812.171572137945,606.662418029784,2695.70320336616
2016,"Undiagnosed Cases","Upper Bound",538.402395363831,734.7689009185,813.079104778762,600.337117822426,2686.58751888352
2016.25,"Undiagnosed Cases","Upper Bound",528.332550641166,744.852466459987,812.908541136441,602.61853324952,2688.71209148711
2016.5,"Undiagnosed Cases","Upper Bound",522.377576603436,753.704994673432,811.546502223468,606.170293196913,2693.79936669725
2016.75,"Undiagnosed Cases","Upper Bound",518.954914421957,763.473642444868,811.008338744475,606.062932132325,2699.49982774363
2017,"Undiagnosed Cases","Upper Bound",522.240618476078,772.42009951176,810.528359813561,604.463564081871,2709.65264188327
2017.25,"Undiagnosed Cases","Upper Bound",524.237806672228,783.570733926804,813.627591824777,599.919101845132,2721.35523426894
2017.5,"Undiagnosed Cases","Upper Bound",520.291186011719,797.612213685307,814.478202859209,596.48728903477,2728.868891591
2017.75,"Undiagnosed Cases","Upper Bound",516.834139161168,810.486570745057,814.831183058357,595.631202024927,2737.78309498951
2018,"Undiagnosed Cases","Upper Bound",508.506122767561,816.249887030603,816.43932048309,595.476805580038,2736.67213586129
2018.25,"Undiagnosed Cases","Upper Bound",500.848832399421,811.973990303534,818.516803940704,593.809831383433,2725.14945802709
